Allele_1,WT_Background,Replicate,Temperature,Individuals,SQ_Measure,TotalArea.px
OREw,DGRP391,R1,24,18,1,334388.278
OREw,DGRP391,R1,24,19,1,334536.0107
OREw,DGRP392,R1,24,1,1,334683.7435
OREw,DGRP392,R1,24,2,1,334831.4763
OREw,DGRP392,R1,24,3,1,334979.209
OREw,DGRP392,R1,24,4,1,335126.9418
OREw,DGRP392,R1,24,5,1,335274.6746
OREw,DGRP443,R1,24,1,1,335422.4073
OREw,DGRP443,R1,24,2,1,335570.1401
OREw,DGRP443,R1,24,3,1,335717.8729
OREw,DGRP443,R1,24,4,1,335865.6056
OREw,DGRP443,R1,24,5,1,336013.3384
OREw,DGRP443,R1,24,6,1,336161.0712
OREw,DGRP491,R1,24,1,1,336308.8039
OREw,DGRP491,R1,24,2,1,336456.5367
OREw,DGRP491,R1,24,3,1,336604.2695
OREw,DGRP491,R1,24,4,1,336752.0022
OREw,DGRP491,R1,24,5,1,336899.735
OREw,DGRP492,R1,24,1,1,337047.4678
OREw,DGRP492,R1,24,2,1,337195.2005
OREw,DGRP492,R1,24,3,1,337342.9333
OREw,DGRP492,R1,24,4,1,337490.6661
OREw,DGRP492,R1,24,5,1,337638.3988
OREw,DGRP492,R1,24,6,1,337786.1316
OREw,DGRP492,R1,24,7,1,337933.8644
OREw,DGRP492,R1,24,8,1,338081.5971
OREw,DGRP492,R1,24,9,1,338229.3299
OREw,DGRP492,R1,24,10,1,338377.0627
OREw,DGRP492,R1,24,11,1,338524.7954
OREw,DGRP492,R1,24,12,1,338672.5282
OREw,DGRP492,R1,24,13,1,338820.261
OREw,DGRP492,R1,24,14,1,338967.9937
OREw,DGRP517,R1,24,1,1,339115.7265
OREw,DGRP517,R1,24,2,1,339263.4593
OREw,DGRP517,R1,24,3,1,339411.192
OREw,DGRP517,R1,24,4,1,339558.9248
OREw,DGRP517,R1,24,5,1,339706.6576
OREw,DGRP517,R1,24,6,1,339854.3903
OREw,DGRP517,R1,24,7,1,340002.1231
OREw,DGRP517,R1,24,8,1,340149.8558
OREw,DGRP517,R1,24,9,1,340297.5886
OREw,DGRP517,R1,24,10,1,340445.3214
OREw,DGRP517,R1,24,11,1,340593.0541
OREw,DGRP517,R1,24,13,1,340740.7869
OREw,DGRP517,R1,24,14,1,340888.5197
OREw,DGRP517,R1,24,15,1,341036.2524
OREw,DGRP517,R1,24,16,1,341183.9852
OREw,DGRP517,R1,24,17,1,341331.718
OREw,DGRP517,R1,24,18,1,341479.4507
OREw,DGRP517,R1,24,19,1,341627.1835
OREw,DGRP517,R1,24,20,1,341774.9163
OREw,DGRP757,R1,24,1,1,341922.649
OREw,DGRP757,R1,24,2,1,342070.3818
OREw,DGRP757,R1,24,4,1,342218.1146
OREw,DGRP757,R1,24,5,1,342365.8473
OREw,DGRP757,R1,24,6,1,342513.5801
OREw,DGRP757,R1,24,7,1,342661.3129
OREw,DGRP757,R1,24,8,1,342809.0456
OREw,DGRP757,R1,24,9,1,342956.7784
bx[3],DGRP028,R1,24,1,8,263024
bx[3],DGRP028,R1,24,2,7,270006
bx[3],DGRP028,R1,24,3,7,232650
bx[3],DGRP028,R1,24,4,8,295215
bx[3],DGRP028,R1,24,5,9,285432
bx[3],DGRP028,R1,24,6,8,273303
bx[3],DGRP028,R1,24,7,9,258083
bx[3],DGRP028,R1,24,8,8,293029
bx[3],DGRP028,R1,24,9,10,282735
bx[3],DGRP028,R1,24,10,9,339315
bx[3],DGRP038,R1,24,1,12,237402
bx[3],DGRP038,R1,24,2,13,230320
bx[3],DGRP038,R1,24,3,12,233646
bx[3],DGRP038,R1,24,4,13,191357
bx[3],DGRP038,R1,24,5,10,264862
bx[3],DGRP038,R1,24,6,10,262934
bx[3],DGRP038,R1,24,7,12,259405
bx[3],DGRP038,R1,24,8,12,236674
bx[3],DGRP038,R1,24,9,13,224099
bx[3],DGRP038,R1,24,10,12,248350
bx[3],DGRP038,R1,24,11,10,246219
bx[3],DGRP038,R1,24,12,13,226232
bx[3],DGRP038,R1,24,13,12,238436
bx[3],DGRP038,R1,24,14,10,299119
bx[3],DGRP038,R1,24,15,12,226525
bx[3],DGRP038,R1,24,16,10,257609
bx[3],DGRP048,R1,24,1,10,292221
bx[3],DGRP048,R1,24,2,12,259880
bx[3],DGRP048,R1,24,3,9,273229
bx[3],DGRP048,R1,24,4,10,273564
bx[3],DGRP048,R1,24,5,9,257409
bx[3],DGRP048,R1,24,6,8,254453
bx[3],DGRP048,R1,24,7,9,259223
bx[3],DGRP048,R1,24,8,10,253111
bx[3],DGRP048,R1,24,9,9,263783
bx[3],DGRP048,R1,24,10,8,284902
bx[3],DGRP048,R1,24,11,7,292336
bx[3],DGRP048,R1,24,12,13,250405
bx[3],DGRP048,R1,24,13,12,253746
bx[3],DGRP048,R1,24,14,10,248968
bx[3],DGRP048,R1,24,15,9,246633
bx[3],DGRP048,R1,24,16,10,269519
bx[3],DGRP048,R1,24,18,10,278337
bx[3],DGRP075,R1,24,1,9,259285
bx[3],DGRP075,R1,24,2,12,243354
bx[3],DGRP075,R1,24,3,13,242364
bx[3],DGRP075,R1,24,4,10,244199
bx[3],DGRP075,R1,24,5,8,249867
bx[3],DGRP075,R1,24,6,10,252825
bx[3],DGRP075,R1,24,7,12,243550
bx[3],DGRP075,R1,24,8,8,305744
bx[3],DGRP075,R1,24,9,9,281794
bx[3],DGRP075,R1,24,10,7,320968
bx[3],DGRP075,R1,24,11,10,272672
bx[3],DGRP075,R1,24,12,8,291928
bx[3],DGRP075,R1,24,13,7,294376
bx[3],DGRP075,R1,24,14,9,260147
bx[3],DGRP075,R1,24,15,10,257916
bx[3],DGRP075,R1,24,16,12,242799
bx[3],DGRP075,R1,24,17,12,242772
bx[3],DGRP075,R1,24,18,10,246381
bx[3],DGRP075,R1,24,19,9,291014
bx[3],DGRP075,R1,24,20,10,256145
bx[3],DGRP075,R1,24,21,8,273285
bx[3],DGRP075,R1,24,22,10,247948
bx[3],DGRP083,R1,24,1,7,242692
bx[3],DGRP083,R1,24,2,12,225798
bx[3],DGRP083,R1,24,3,8,263899
bx[3],DGRP083,R1,24,4,8,233917
bx[3],DGRP083,R1,24,5,10,258952
bx[3],DGRP083,R1,24,6,10,254475
bx[3],DGRP083,R1,24,7,8,242152
bx[3],DGRP083,R1,24,8,9,246954
bx[3],DGRP083,R1,24,9,9,260339
bx[3],DGRP083,R1,24,10,8,248208
bx[3],DGRP083,R1,24,11,10,256294
bx[3],DGRP083,R1,24,12,9,269205
bx[3],DGRP083,R1,24,13,10,231548
bx[3],DGRP083,R1,24,14,8,258711
bx[3],DGRP083,R1,24,15,9,253137
bx[3],DGRP083,R1,24,16,10,264293
bx[3],DGRP083,R1,24,17,8,254576
bx[3],DGRP083,R1,24,18,10,254167
bx[3],DGRP083,R1,24,19,8,248812
bx[3],DGRP083,R1,24,20,8,261407
bx[3],DGRP088,R1,24,1,10,227710
bx[3],DGRP088,R1,24,2,12,209476
bx[3],DGRP088,R1,24,3,12,205253
bx[3],DGRP088,R1,24,4,12,208030
bx[3],DGRP229,R1,24,1,9,248051
bx[3],DGRP229,R1,24,2,9,254328
bx[3],DGRP229,R1,24,3,10,215056
bx[3],DGRP229,R1,24,4,9,253265
bx[3],DGRP229,R1,24,5,9,219124
bx[3],DGRP229,R1,24,6,7,252522
bx[3],DGRP229,R1,24,7,10,234129
bx[3],DGRP229,R1,24,8,10,237823
bx[3],DGRP229,R1,24,9,8,251265
bx[3],DGRP229,R1,24,10,8,287801
bx[3],DGRP229,R1,24,11,10,222178
bx[3],DGRP229,R1,24,12,8,264689
bx[3],DGRP229,R1,24,13,9,245935
bx[3],DGRP229,R1,24,14,10,229958
bx[3],DGRP229,R1,24,15,10,248734
bx[3],DGRP239,R1,24,1,8,280240
bx[3],DGRP239,R1,24,2,8,258443
bx[3],DGRP239,R1,24,3,9,269448
bx[3],DGRP239,R1,24,4,8,273695
bx[3],DGRP239,R1,24,6,8,265895
bx[3],DGRP239,R1,24,7,10,262068
bx[3],DGRP239,R1,24,8,8,216925
bx[3],DGRP239,R1,24,9,7,269317
bx[3],DGRP239,R1,24,10,8,265945
bx[3],DGRP239,R1,24,11,8,263855
bx[3],DGRP239,R1,24,12,7,288787
bx[3],DGRP239,R1,24,13,7,292913
bx[3],DGRP239,R1,24,14,7,279933
bx[3],DGRP239,R1,24,15,9,276258
bx[3],DGRP301,R1,24,1,6,247710
bx[3],DGRP301,R1,24,2,7,255878
bx[3],DGRP301,R1,24,3,9,222552
bx[3],DGRP301,R1,24,4,6,240789
bx[3],DGRP301,R1,24,5,8,235442
bx[3],DGRP301,R1,24,7,8,246869
bx[3],DGRP301,R1,24,8,9,245162
bx[3],DGRP301,R1,24,9,8,246247
bx[3],DGRP301,R1,24,10,9,238278
bx[3],DGRP301,R1,24,11,8,253611
bx[3],DGRP301,R1,24,12,7,252420
bx[3],DGRP301,R1,24,13,7,264401
bx[3],DGRP301,R1,24,14,8,240372
bx[3],DGRP301,R1,24,15,8,240388
bx[3],DGRP301,R1,24,16,9,252573
bx[3],DGRP301,R1,24,17,6,264008
bx[3],DGRP301,R1,24,18,8,249437
bx[3],DGRP301,R1,24,19,8,246634
bx[3],DGRP301,R1,24,20,7,257849
bx[3],DGRP315,R1,24,1,12,218154
bx[3],DGRP315,R1,24,2,10,224669
bx[3],DGRP315,R1,24,3,9,253403
bx[3],DGRP315,R1,24,4,10,193200
bx[3],DGRP315,R1,24,5,12,203562
bx[3],DGRP315,R1,24,6,10,225060
bx[3],DGRP315,R1,24,7,12,205875
bx[3],DGRP315,R1,24,8,10,213453
bx[3],DGRP315,R1,24,9,10,214306
bx[3],DGRP315,R1,24,10,9,221120
bx[3],DGRP315,R1,24,11,10,185301
bx[3],DGRP315,R1,24,12,10,195336
bx[3],DGRP315,R1,24,13,10,194000
bx[3],DGRP315,R1,24,14,10,215113
bx[3],DGRP315,R1,24,15,10,222547
bx[3],DGRP315,R1,24,16,8,205213
bx[3],DGRP315,R1,24,17,7,252830
bx[3],DGRP315,R1,24,18,8,214699
bx[3],DGRP315,R1,24,19,8,238496
bx[3],DGRP315,R1,24,20,8,208361
bx[3],DGRP319,R1,24,1,10,195722
bx[3],DGRP319,R1,24,2,10,198017
bx[3],DGRP319,R1,24,3,10,197972
bx[3],DGRP319,R1,24,4,12,199516
bx[3],DGRP319,R1,24,5,12,193201
bx[3],DGRP319,R1,24,6,10,186822
bx[3],DGRP319,R1,24,7,12,199300
bx[3],DGRP319,R1,24,8,12,189505
bx[3],DGRP319,R1,24,9,12,187864
bx[3],DGRP319,R1,24,10,9,201610
bx[3],DGRP319,R1,24,11,10,165357
bx[3],DGRP319,R1,24,12,12,168940
bx[3],DGRP371,R1,24,1,7,309328
bx[3],DGRP371,R1,24,3,7,249313
bx[3],DGRP371,R1,24,4,7,277714
bx[3],DGRP371,R1,24,5,8,277410
bx[3],DGRP371,R1,24,6,8,281240
bx[3],DGRP371,R1,24,7,8,303172
bx[3],DGRP371,R1,24,8,7,263603
bx[3],DGRP371,R1,24,9,7,253700
bx[3],DGRP371,R1,24,10,8,312238
bx[3],DGRP371,R1,24,11,9,295556
bx[3],DGRP385,R1,24,2,8,233787
bx[3],DGRP385,R1,24,3,10,218774
bx[3],DGRP385,R1,24,4,9,232253
bx[3],DGRP385,R1,24,5,10,225031
bx[3],DGRP385,R1,24,6,10,226759
bx[3],DGRP385,R1,24,7,9,244990
bx[3],DGRP385,R1,24,8,10,220488
bx[3],DGRP391,R1,24,1,12,204985
bx[3],DGRP391,R1,24,2,12,184565
bx[3],DGRP391,R1,24,3,10,213192
bx[3],DGRP391,R1,24,4,12,196058
bx[3],DGRP391,R1,24,5,10,218780
bx[3],DGRP391,R1,24,6,10,206258
bx[3],DGRP391,R1,24,7,9,219595
bx[3],DGRP391,R1,24,8,10,269709
bx[3],DGRP391,R1,24,9,10,209943
bx[3],DGRP391,R1,24,10,12,212806
bx[3],DGRP391,R1,24,11,12,195584
bx[3],DGRP391,R1,24,12,10,218357
bx[3],DGRP391,R1,24,13,13,198873
bx[3],DGRP391,R1,24,14,9,214396
bx[3],DGRP391,R1,24,15,12,201541
bx[3],DGRP391,R1,24,16,10,217518
bx[3],DGRP391,R1,24,17,10,226200
bx[3],DGRP391,R1,24,18,9,228295
bx[3],DGRP391,R1,24,19,9,234199
bx[3],DGRP391,R1,24,20,9,223049
bx[3],DGRP443,R1,24,1,13,232241
bx[3],DGRP443,R1,24,2,12,230704
bx[3],DGRP443,R1,24,3,9,232440
bx[3],DGRP443,R1,24,4,12,231704
bx[3],DGRP443,R1,24,5,10,219491.7899
bx[3],DGRP443,R1,24,6,10,219258.8928
bx[3],DGRP443,R1,24,8,12,219025.9958
bx[3],DGRP443,R1,24,9,12,218793.0987
bx[3],DGRP443,R1,24,10,8,218560.2017
bx[3],DGRP491,R1,24,1,12,218327.3046
bx[3],DGRP491,R1,24,2,8,218094.4076
bx[3],DGRP491,R1,24,5,10,217861.5105
bx[3],DGRP491,R1,24,6,10,217628.6135
bx[3],DGRP491,R1,24,7,9,217395.7164
bx[3],DGRP491,R1,24,8,10,217162.8194
bx[3],DGRP491,R1,24,9,9,216929.9223
bx[3],DGRP491,R1,24,10,9,216697.0253
bx[3],DGRP491,R1,24,11,8,216464.1282
bx[3],DGRP491,R1,24,13,7,216231.2312
bx[3],DGRP491,R1,24,14,8,215998.3341
bx[3],DGRP491,R1,24,15,10,215765.4371
bx[3],DGRP491,R1,24,16,8,215532.54
bx[3],DGRP491,R1,24,17,8,215299.643
bx[3],DGRP492,R1,24,1,9,215066.7459
bx[3],DGRP492,R1,24,2,9,214833.8489
bx[3],DGRP492,R1,24,3,8,214600.9519
bx[3],DGRP492,R1,24,4,8,214368.0548
bx[3],DGRP492,R1,24,5,8,214135.1578
bx[3],DGRP492,R1,24,6,9,213902.2607
bx[3],DGRP492,R1,24,7,8,213669.3637
bx[3],DGRP492,R1,24,8,8,213436.4666
bx[3],DGRP492,R1,24,9,8,213203.5696
bx[3],DGRP492,R1,24,10,8,212970.6725
bx[3],DGRP492,R1,24,11,8,212737.7755
bx[3],DGRP492,R1,24,12,8,212504.8784
bx[3],DGRP492,R1,24,13,9,212271.9814
bx[3],DGRP492,R1,24,14,8,212039.0843
bx[3],DGRP492,R1,24,15,8,211806.1873
bx[3],DGRP492,R1,24,16,9,211573.2902
bx[3],DGRP517,R1,24,1,12,211340.3932
bx[3],DGRP517,R1,24,3,8,210874.5991
bx[3],DGRP517,R1,24,4,10,210641.702
bx[3],DGRP517,R1,24,5,7,210408.805
bx[3],DGRP517,R1,24,6,8,210175.9079
bx[3],DGRP517,R1,24,7,9,209943.0109
bx[3],DGRP517,R1,24,8,7,209710.1138
bx[3],DGRP517,R1,24,9,9,209477.2168
bx[3],DGRP517,R1,24,10,7,209244.3197
bx[3],DGRP517,R1,24,11,7,209011.4227
bx[3],DGRP757,R1,24,1,7,208778.5256
bx[3],DGRP757,R1,24,2,8,208545.6286
bx[3],DGRP757,R1,24,3,8,208312.7315
bx[3],DGRP757,R1,24,4,7,208079.8345
bx[3],DGRP757,R1,24,5,7,207846.9374
bx[3],DGRP757,R1,24,6,10,207614.0404
bx[3],DGRP757,R1,24,7,8,207381.1433
bx[3],DGRP757,R1,24,8,8,207148.2463
bx[3],DGRP757,R1,24,9,9,206915.3492
bx[3],DGRP757,R1,24,10,10,206682.4522
bx[3],DGRP757,R1,24,11,9,206449.5551
bx[3],DGRP757,R1,24,12,8,206216.6581
bx[3],DGRP757,R1,24,13,8,205983.761
bx[3],DGRP757,R1,24,14,9,205750.864
bx[2],DGRP028,R1,24,1,4,328043
bx[2],DGRP028,R1,24,2,4,335602
bx[2],DGRP028,R1,24,3,5,339804
bx[2],DGRP028,R1,24,4,4,366065
bx[2],DGRP028,R1,24,5,4,347108
bx[2],DGRP028,R1,24,6,4,361990
bx[2],DGRP028,R1,24,7,4,347595
bx[2],DGRP028,R1,24,8,5,342880
bx[2],DGRP028,R1,24,9,5,324874
bx[2],DGRP028,R1,24,10,5,345067
bx[2],DGRP028,R1,24,11,5,358024
bx[2],DGRP028,R1,24,12,5,310475
bx[2],DGRP028,R1,24,13,4,354313
bx[2],DGRP028,R1,24,14,5,339996
bx[2],DGRP028,R1,24,15,6,324072
bx[2],DGRP028,R1,24,16,5,338773
bx[2],DGRP028,R1,24,17,6,336158
bx[2],DGRP028,R1,24,18,5,329312
bx[2],DGRP028,R1,24,19,5,367304
bx[2],DGRP028,R1,24,20,4,347670
bx[2],DGRP038,R1,24,1,6,226249
bx[2],DGRP038,R1,24,4,7,210123
bx[2],DGRP038,R1,24,5,5,279397
bx[2],DGRP038,R1,24,6,7,241709
bx[2],DGRP038,R1,24,7,7,232094
bx[2],DGRP038,R1,24,9,5,259197
bx[2],DGRP038,R1,24,12,7,226090
bx[2],DGRP038,R1,24,13,5,219189
bx[2],DGRP038,R1,24,14,7,251514
bx[2],DGRP038,R1,24,15,6,212629
bx[2],DGRP038,R1,24,16,5,243294
bx[2],DGRP038,R1,24,17,5,220474
bx[2],DGRP038,R1,24,18,6,252958
bx[2],DGRP038,R1,24,19,7,270160
bx[2],DGRP038,R1,24,20,7,253080
bx[2],DGRP048,R1,24,1,4,288384
bx[2],DGRP048,R1,24,2,4,324701
bx[2],DGRP048,R1,24,3,5,313330
bx[2],DGRP048,R1,24,4,4,306550
bx[2],DGRP048,R1,24,5,5,306107
bx[2],DGRP048,R1,24,6,4,328485
bx[2],DGRP048,R1,24,7,5,311847
bx[2],DGRP048,R1,24,8,3,324307
bx[2],DGRP048,R1,24,9,4,324274
bx[2],DGRP048,R1,24,10,5,311515
bx[2],DGRP048,R1,24,11,4,331880
bx[2],DGRP048,R1,24,12,5,313268
bx[2],DGRP048,R1,24,13,5,323026
bx[2],DGRP048,R1,24,15,5,284871
bx[2],DGRP048,R1,24,16,5,287838
bx[2],DGRP048,R1,24,17,5,335288
bx[2],DGRP048,R1,24,18,5,312880
bx[2],DGRP048,R1,24,19,5,304247
bx[2],DGRP048,R1,24,20,4,305121
bx[2],DGRP075,R1,24,1,4,280216
bx[2],DGRP075,R1,24,2,4,288150
bx[2],DGRP075,R1,24,3,4,260829
bx[2],DGRP075,R1,24,4,5,256351
bx[2],DGRP075,R1,24,5,6,297848
bx[2],DGRP075,R1,24,6,6,244833
bx[2],DGRP075,R1,24,7,3,280494
bx[2],DGRP075,R1,24,8,3,291255
bx[2],DGRP075,R1,24,9,5,292119
bx[2],DGRP075,R1,24,10,5,308168
bx[2],DGRP075,R1,24,11,4,265093
bx[2],DGRP075,R1,24,12,5,333486
bx[2],DGRP075,R1,24,13,4,298356
bx[2],DGRP075,R1,24,14,4,257778
bx[2],DGRP075,R1,24,15,6,272981
bx[2],DGRP075,R1,24,16,5,267452
bx[2],DGRP075,R1,24,18,1,312152
bx[2],DGRP075,R1,24,19,5,303018
bx[2],DGRP083,R1,24,1,4,333600
bx[2],DGRP083,R1,24,2,1,296811
bx[2],DGRP083,R1,24,3,4,338307
bx[2],DGRP083,R1,24,4,5,328342
bx[2],DGRP083,R1,24,5,4,316410
bx[2],DGRP083,R1,24,6,1,343435
bx[2],DGRP083,R1,24,7,1,312628
bx[2],DGRP083,R1,24,8,4,295486
bx[2],DGRP083,R1,24,9,5,305187
bx[2],DGRP083,R1,24,10,6,341532
bx[2],DGRP083,R1,24,11,1,318788
bx[2],DGRP083,R1,24,12,2,292132
bx[2],DGRP083,R1,24,13,4,329049
bx[2],DGRP083,R1,24,14,3,342242
bx[2],DGRP083,R1,24,15,1,320720
bx[2],DGRP083,R1,24,16,4,333914
bx[2],DGRP083,R1,24,17,3,307247
bx[2],DGRP083,R1,24,18,3,337671
bx[2],DGRP083,R1,24,19,2,307575
bx[2],DGRP083,R1,24,20,4,359177
bx[2],DGRP088,R1,24,1,5,254306
bx[2],DGRP088,R1,24,2,6,223011
bx[2],DGRP088,R1,24,3,8,199257
bx[2],DGRP088,R1,24,4,6,282913
bx[2],DGRP088,R1,24,5,5,247253
bx[2],DGRP088,R1,24,6,5,247280
bx[2],DGRP088,R1,24,7,5,247242
bx[2],DGRP088,R1,24,8,6,254806
bx[2],DGRP088,R1,24,9,6,246622
bx[2],DGRP088,R1,24,10,7,253156
bx[2],DGRP088,R1,24,11,5,231156
bx[2],DGRP088,R1,24,12,5,261835
bx[2],DGRP088,R1,24,13,5,282605
bx[2],DGRP088,R1,24,14,6,254803
bx[2],DGRP088,R1,24,15,7,234561
bx[2],DGRP088,R1,24,16,6,276736
bx[2],DGRP088,R1,24,17,5,267336
bx[2],DGRP088,R1,24,18,6,231919
bx[2],DGRP088,R1,24,19,5,281581
bx[2],DGRP088,R1,24,20,5,283712
bx[2],DGRP088,R1,24,21,6,276472
bx[2],DGRP229,R1,24,1,4,312828
bx[2],DGRP229,R1,24,2,5,293560
bx[2],DGRP229,R1,24,3,4,266038
bx[2],DGRP229,R1,24,4,1,310734
bx[2],DGRP229,R1,24,6,4,302973
bx[2],DGRP229,R1,24,7,4,324923
bx[2],DGRP229,R1,24,8,4,266749
bx[2],DGRP229,R1,24,9,5,335886
bx[2],DGRP229,R1,24,10,3,322081
bx[2],DGRP229,R1,24,11,5,288447
bx[2],DGRP229,R1,24,12,4,284218
bx[2],DGRP229,R1,24,13,4,308687
bx[2],DGRP229,R1,24,14,3,281638
bx[2],DGRP229,R1,24,15,4,239426
bx[2],DGRP239,R1,24,1,4,265950
bx[2],DGRP239,R1,24,2,3,263748
bx[2],DGRP239,R1,24,3,1,280562
bx[2],DGRP239,R1,24,4,4,309179
bx[2],DGRP239,R1,24,5,4,272602
bx[2],DGRP239,R1,24,6,4,297808
bx[2],DGRP239,R1,24,7,1,266444
bx[2],DGRP239,R1,24,8,3,300111
bx[2],DGRP239,R1,24,9,4,289206
bx[2],DGRP239,R1,24,10,1,287626
bx[2],DGRP239,R1,24,11,3,293923
bx[2],DGRP239,R1,24,12,3,305158
bx[2],DGRP239,R1,24,13,3,307203
bx[2],DGRP239,R1,24,14,3,280686
bx[2],DGRP239,R1,24,15,4,284798
bx[2],DGRP239,R1,24,16,3,279602
bx[2],DGRP239,R1,24,17,3,296572
bx[2],DGRP239,R1,24,18,2,325791
bx[2],DGRP239,R1,24,19,3,303926
bx[2],DGRP239,R1,24,20,1,286989
bx[2],DGRP239,R1,24,21,1,271536
bx[2],DGRP301,R1,24,1,4,338312
bx[2],DGRP301,R1,24,2,4,298369
bx[2],DGRP301,R1,24,4,4,352022
bx[2],DGRP301,R1,24,5,4,296190
bx[2],DGRP301,R1,24,6,3,348055
bx[2],DGRP301,R1,24,7,6,311407
bx[2],DGRP301,R1,24,8,4,347246
bx[2],DGRP301,R1,24,9,1,346530
bx[2],DGRP301,R1,24,10,5,319620
bx[2],DGRP301,R1,24,11,5,347987
bx[2],DGRP301,R1,24,12,1,352121
bx[2],DGRP301,R1,24,13,4,334604
bx[2],DGRP301,R1,24,14,5,330114
bx[2],DGRP301,R1,24,15,4,336084
bx[2],DGRP301,R1,24,16,5,335181
bx[2],DGRP315,R1,24,1,4,296766
bx[2],DGRP315,R1,24,2,5,307943
bx[2],DGRP315,R1,24,3,5,336138
bx[2],DGRP315,R1,24,4,5,327822
bx[2],DGRP315,R1,24,5,5,312672
bx[2],DGRP315,R1,24,6,4,279587
bx[2],DGRP315,R1,24,7,5,296323
bx[2],DGRP315,R1,24,8,5,303365
bx[2],DGRP315,R1,24,9,4,288153
bx[2],DGRP315,R1,24,10,5,298091
bx[2],DGRP315,R1,24,11,4,301272
bx[2],DGRP315,R1,24,12,5,301357
bx[2],DGRP315,R1,24,13,5,304791
bx[2],DGRP315,R1,24,16,5,314775
bx[2],DGRP315,R1,24,17,4,282303
bx[2],DGRP319,R1,24,1,4,330518
bx[2],DGRP319,R1,24,2,5,342105
bx[2],DGRP319,R1,24,3,5,346160
bx[2],DGRP319,R1,24,4,5,326448
bx[2],DGRP319,R1,24,5,1,318252
bx[2],DGRP319,R1,24,6,5,303370
bx[2],DGRP319,R1,24,7,5,270584
bx[2],DGRP319,R1,24,8,5,314112
bx[2],DGRP319,R1,24,9,4,332888
bx[2],DGRP319,R1,24,10,4,328035
bx[2],DGRP319,R1,24,11,4,314106
bx[2],DGRP319,R1,24,12,6,325059
bx[2],DGRP319,R1,24,13,5,311307
bx[2],DGRP319,R1,24,14,5,319269
bx[2],DGRP319,R1,24,15,5,312373
bx[2],DGRP319,R1,24,16,5,310300
bx[2],DGRP319,R1,24,17,5,318879
bx[2],DGRP319,R1,24,18,6,329529
bx[2],DGRP319,R1,24,19,5,340550
bx[2],DGRP319,R1,24,20,5,318312
bx[2],DGRP371,R1,24,1,4,318141
bx[2],DGRP371,R1,24,2,3,347175
bx[2],DGRP371,R1,24,3,4,317148
bx[2],DGRP371,R1,24,4,4,310248
bx[2],DGRP371,R1,24,5,4,308829
bx[2],DGRP371,R1,24,6,4,292675
bx[2],DGRP371,R1,24,7,4,334848
bx[2],DGRP371,R1,24,8,4,272593
bx[2],DGRP371,R1,24,9,4,312589
bx[2],DGRP371,R1,24,10,4,303254
bx[2],DGRP371,R1,24,11,4,335209
bx[2],DGRP371,R1,24,12,5,327999
bx[2],DGRP371,R1,24,13,1,319122
bx[2],DGRP371,R1,24,14,6,315424
bx[2],DGRP385,R1,24,1,6,347341
bx[2],DGRP385,R1,24,3,7,317562
bx[2],DGRP385,R1,24,4,7,307405
bx[2],DGRP385,R1,24,5,6,331220
bx[2],DGRP385,R1,24,6,6,336599
bx[2],DGRP385,R1,24,7,6,305605
bx[2],DGRP391,R1,24,1,5,356201
bx[2],DGRP391,R1,24,2,4,340282
bx[2],DGRP391,R1,24,3,5,370714
bx[2],DGRP391,R1,24,4,5,376789
bx[2],DGRP391,R1,24,5,5,356597
bx[2],DGRP391,R1,24,6,5,375566
bx[2],DGRP391,R1,24,7,5,332299
bx[2],DGRP391,R1,24,8,5,348078
bx[2],DGRP391,R1,24,9,5,354616
bx[2],DGRP391,R1,24,10,5,349580
bx[2],DGRP391,R1,24,11,5,361168
bx[2],DGRP391,R1,24,12,6,342383
bx[2],DGRP391,R1,24,13,5,372792
bx[2],DGRP391,R1,24,14,5,370642
bx[2],DGRP391,R1,24,15,5,349180
bx[2],DGRP391,R1,24,16,5,384971
bx[2],DGRP391,R1,24,17,5,360329
bx[2],DGRP391,R1,24,18,5,366349
bx[2],DGRP391,R1,24,19,5,362239
bx[2],DGRP391,R1,24,20,5,381196
bx[2],DGRP392,R1,24,2,7,328803
bx[2],DGRP392,R1,24,3,5,300512
bx[2],DGRP392,R1,24,4,5,286055
bx[2],DGRP392,R1,24,5,7,295500
bx[2],DGRP392,R1,24,6,6,284548
bx[2],DGRP392,R1,24,7,6,334450
bx[2],DGRP392,R1,24,8,6,319985
bx[2],DGRP392,R1,24,10,6,325884
bx[2],DGRP392,R1,24,11,5,305830
bx[2],DGRP392,R1,24,12,6,303100
bx[2],DGRP392,R1,24,13,6,320603
bx[2],DGRP392,R1,24,14,6,329252
bx[2],DGRP392,R1,24,15,6,292913
bx[2],DGRP392,R1,24,16,6,309586
bx[2],DGRP392,R1,24,17,6,310188
bx[2],DGRP392,R1,24,18,5,305789
bx[2],DGRP392,R1,24,19,6,311353
bx[2],DGRP392,R1,24,20,7,307994
bx[2],DGRP443,R1,24,1,5,315138
bx[2],DGRP443,R1,24,2,5,335170
bx[2],DGRP443,R1,24,3,5,307369
bx[2],DGRP443,R1,24,4,5,355056
bx[2],DGRP443,R1,24,5,5,304535
bx[2],DGRP443,R1,24,6,5,310373
bx[2],DGRP443,R1,24,7,4,321432
bx[2],DGRP491,R1,24,1,5,334467
bx[2],DGRP491,R1,24,2,5,337183
bx[2],DGRP491,R1,24,3,4,308416
